ZONA;AÑO;SEXO;P01;P02;P03;P04;P05;P06;P07;P08;P09;P10;P11;P12;P13;P14;P15;P16;P17;P18
9;2019;F;57968;60185;59275;56358;56994;56907;60459;68937;72820;69099;62558;61406;60315;61471;61623;53256;42773;55707
9;2020;M;65053;66973;65653;62067;61816;60206;63858;71949;74331;68923;59144;56172;54429;53984;53030;44222;32235;32971
9;2020;F;56676;58671;58062;54835;55542;56462;60729;68538;72575;69221;62721;61472;60506;62178;62688;54013;43755;57297
9;2021;M;63365;66247;63957;60738;60809;59471;63176;71388;73898;68724;58967;56382;54312;54656;53719;44552;32784;33579
9;2021;F;54392;56830;56217;53658;54396;54739;59896;67880;71139;68798;62227;61053;60370;62536;63409;54988;44649;58625
9;2022;M;62620;64788;63351;60109;60065;59215;62895;71784;74021;68465;58868;56448;54585;54694;54713;44848;33554;34300
9;2022;F;52588;54255;54259;52424;52471;54040;59253;67082;71485;68389;62133;60985;60395;62991;63859;56271;45225;60427
9;2023;M;61505;63670;62632;58995;58637;58861;62789;71378;73567;68214;58581;56247;54179;55240;54613;45361;33879;34575
9;2023;F;50490;53199;52760;50469;51656;53008;58739;66185;70765;67952;62341;61024;60524;63476;64989;57140;46797;61557
9;2024;M;61041;63359;62397;59472;58972;59690;63588;71426;73571;68993;59938;56854;55764;55799;55559;46288;34650;35243
9;2024;F;48457;50940;50680;48920;50313;52391;58146;66039;70592;66921;62130;61235;60214;63686;65916;57796;47705;63530
9;2025;M;60878;62884;62317;58747;59435;59162;63163;72052;74302;69137;59816;57790;55507;56394;56966;47759;35153;36383
9;2025;F;47547;50213;50328;48536;50031;52712;58221;66411;70757;68289;62827;61391;61448;64827;67491;59094;49020;65823
10;2000;M;10084;10491;9705;9026;8462;7608;7317;8561;8383;7719;6304;5814;5605;4891;4045;2909;1896;1667
10;2000;F;8995;9066;8748;7918;7707;7069;7112;8071;8076;7665;6653;6435;6105;5830;4987;3902;2857;3279
10;2001;M;10517;10566;10005;9251;8619;7892;7391;8676;8514;8000;6438;6239;5761;5120;4262;3117;2112;1787
10;2001;F;8931;9129;8566;8073;7915;7435;7293;8236;8230;7855;6749;6558;6347;5988;5192;4119;3047;3461
10;2002;M;10641;10707;10161;9197;8757;8213;7727;8891;8737;8166;6559;6285;5896;5330;4476;3280;2248;2067
10;2002;F;9285;9300;8864;8155;7739;7265;7251;8290;8605;7934;6879;6664;6523;6082;5460;4386;3220;3712
10;2003;M;10594;10678;10247;9218;8964;8130;7933;9080;8883;8257;6778;6467;6050;5405;4658;3442;2449;2131
10;2003;F;8981;9341;8746;8014;7784;7335;7402;8468;8495;8157;7067;6852;6621;6381;5920;4534;3452;3900
10;2004;M;10590;10803;10193;9272;9025;8239;7993;9262;9277;8470;6756;6604;6203;5717;4671;3731;2396;2322
10;2004;F;8964;9142;8773;8093;8002;7639;7396;8584;8742;8288;7138;6869;6678;6482;5932;4668;3682;4235
10;2005;M;10685;11065;10295;9486;9077;8389;8389;9403;9649;8759;7084;6710;6376;5876;4974;3890;2598;2432
10;2005;F;8970;9245;8985;8179;8022;7577;7678;8833;9081;8566;7410;7447;7053;6546;6226;4996;3866;4580
10;2006;M;10845;11001;10490;9644;9189;8526;8434;9539;9561;8836;7183;6879;6449;6068;5231;3963;2753;2654
10;2006;F;9051;8968;8942;8115;8105;7794;7802;8967;9101;8392;7476;7449;7143;6738;6281;5204;3908;4685
10;2007;M;10983;11043;10583;9852;9331;8772;8449;9704;9790;9182;7343;7019;6618;6141;5313;4170;2888;2807
10;2007;F;9000;9272;9058;8218;7983;7777;7842;9012;9356;8700;7879;7455;7189;7116;6827;5455;4235;5092
10;2008;M;11070;11054;10648;9861;9457;8792;8618;10100;9925;9209;7591;7204;6787;6280;5767;4450;3054;2893
10;2008;F;8958;9314;8821;8366;8083;7752;8028;9218;9401;9003;7937;7729;7448;7257;7067;5717;4372;5371
10;2009;M;10851;11118;10634;9719;9505;8886;8871;10358;10301;9472;7741;7296;6934;6494;5762;4644;3117;3139
10;2009;F;9108;9159;8886;8377;8041;7804;8272;9337;9748;9156;8061;7935;7683;7636;7300;5945;4620;5626
10;2010;M;10972;11277;10893;9778;9480;8947;9081;10200;10404;9386;7983;7406;7014;6651;6213;4756;3420;3265
10;2010;F;8970;9183;8822;8479;8336;7960;8029;9284;9692;9234;8267;7829;7842;7780;7310;6172;4722;5855
10;2011;M;10821;11191;10750;9949;9628;8991;9213;10262;10429;9670;8027;7688;7411;7005;6307;4863;3477;3375
10;2011;F;8926;9312;9016;8340;8225;8139;8523;9738;10091;9461;8469;8278;8073;7881;7779;6435;5056;6425
10;2012;M;10926;11163;10744;9908;9653;9091;9203;10353;10659;9831;8284;7800;7199;7074;6392;5129;3657;3577
10;2012;F;8934;9194;9003;8502;8285;8190;8728;9845;10243;9570;8725;8358;8167;8250;8139;6711;5193;6815
10;2013;M;11279;11561;11067;9965;10007;9339;9584;10963;10925;9891;8515;7887;7651;7313;6813;5515;3833;3771
10;2013;F;9010;9189;8958;8336;8416;8324;8803;9873;10148;9910;8956;8512;8546;8463;8143;6916;5476;7037
10;2014;M;11153;11603;11045;10326;9993;9584;9655;10875;11191;10493;8717;8048;7788;7507;6970;5621;4034;3910
10;2014;F;8879;9352;8991;8410;8438;8439;9031;10195;10524;10105;8977;8672;8712;8727;8512;7271;5892;7531
10;2015;M;11133;11368;10864;10235;9930;9549;9775;11201;11395;10382;8682;8341;8092;7706;7195;5782;4172;4122
10;2015;F;8890;9233;8982;8575;8477;8484;9115;10354;10938;10535;9457;9061;8908;9119;8995;7526;6057;8053
10;2016;M;11195;11506;10933;10338;10014;9631;9940;11362;11335;10601;8926;8545;8001;7842;7551;5962;4469;4219
10;2016;F;9038;9355;9129;8743;8613;8611;9312;10639;11117;10448;9672;9370;9035;9540;9392;8046;6477;8255
10;2017;M;11292;11623;11036;10484;10241;9952;10184;11590;11707;10878;9049;8950;8255;8290;7748;6310;4575;4557
10;2017;F;8819;9400;9069;8689;8809;8576;9357;10651;11170;10441;9719;9464;9445;9513;9592;8375;6676;8749
10;2018;M;11424;11499;11180;10430;10058;9970;10108;11480;11886;10947;9278;9017;8656;8339;7795;6398;4657;4611
10;2018;F;8887;9093;8973;8547;8593;8636;9466;10829;11259;10753;10016;9420;9123;9584;9810;8600;6676;9013
10;2019;M;11213;11595;11321;10570;10314;9925;10568;11589;11809;11238;9407;9066;8819;8642;7958;6594;4951;4858
10;2019;F;8675;9045;8977;8509;8473;8738;9520;10640;11453;10815;10052;9678;9678;9986;9978;8739;7024;9470
10;2020;M;10986;11243;11180;10304;10139;9831;10345;11624;11915;11093;9586;8992;8834;8598;8235;6762;4979;5019
10;2020;F;8499;8902;8668;8320;8482;8579;9268;10942;11352;10855;9897;9725;9571;9960;10142;8967;7330;9684
10;2021;M;10917;11090;10877;10121;10187;9845;10390;11555;12102;11134;9499;9088;8738;8800;8319;6913;5101;5151
10;2021;F;8356;8599;8669;8264;8472;8659;9384;10792;11469;10850;10044;9886;9634;9929;10169;9210;7432;9735
10;2022;M;10409;10961;10698;10013;10051;9632;10621;11563;12070;11095;9571;9018;8900;8626;8590;7117;5176;5141
10;2022;F;8067;8453;8254;8129;8213;8473;9550;10790;11433;10973;9920;9908;9991;10314;10414;9265;7547;10156
10;2023;M;10454;10772;10590;9940;9911;9641;10284;11505;11826;11123;9446;9073;8786;8659;8525;7179;5255;5278
10;2023;F;7875;8290;8230;8028;7954;8520;9220;10749;11255;11042;10173;9833;10026;10471;10588;9573;7720;10506
10;2024;M;10118;10628;10534;9703;9897;9484;10172;11592;11932;11350;9566;9219;8973;8681;8844;7239;5496;5255
10;2024;F;7773;8211;8179;7916;7997;8447;9606;10577;11451;10814;10282;10175;9869;10506;10958;9458;7879;10543
10;2025;M;10149;10622;10328;9681;9750;9641;10207;11566;11939;11246;9606;9149;8826;9184;8885;7384;5556;5484
10;2025;F;7545;7913;8037;7781;7979;8281;9528;10543;11302;11022;10068;9982;10151;10516;11278;9919;8081;11217
11;2000;M;8810;8791;8549;7616;7334;6716;6521;7518;7582;6915;5666;5223;4971;4567;3891;2994;1994;1864
11;2000;F;7096;7154;6968;6461;6455;6199;6200;7184;7364;6925;6057;5672;5685;5670;5207;4259;3403;3942
11;2001;M;8800;8839;8615;7820;7386;6786;6769;7781;7739;7260;5900;5323;4979;4761;4131;3168;2158;2033
11;2001;F;7269;7416;6999;6780;6497;6217;6306;7137;7654;6980;6381;6090;5882;5819;5550;4422;3420;4214
11;2002;M;8843;8995;8619;7827;7557;6997;6907;7915;7861;7249;5953;5650;5514;5003;4285;3372;2353;2057
11;2002;F;7489;7576;7174;6707;6628;6151;6548;7307;7819;7253;6386;6304;6087;5910;5639;4645;3622;4321
11;2003;M;8819;9321;8700;8020;7583;7048;7104;8059;8103;7543;6166;5928;5419;5195;4527;3484;2522;2320
11;2003;F;7430;7661;7494;6955;6773;6365;6763;7607;7770;7476;6610;6464;6364;6082;5946;4831;3760;4465
11;2004;M;9064;9250;8847;8044;7932;7508;7260;8258;8439;7781;6359;6069;5540;5375;4698;3704;2582;2411
11;2004;F;7675;7684;7466;7025;6917;6749;7001;7783;7836;7515;6691;6557;6362;6229;5886;4932;3846;4740
11;2005;M;8998;9304;8882;8152;7985;7268;7312;8393;8397;7690;6566;6082;5821;5452;5005;3829;2746;2632
11;2005;F;7487;7808;7468;6995;6976;6698;6804;7993;8062;7605;6774;6487;6533;6342;6082;5028;3795;4938
11;2006;M;9067;9284;8890;8124;7876;7347;7448;8669;8576;8016;6619;6163;6026;5596;5028;3997;2982;2723
11;2006;F;7502;7743;7657;7006;6943;6826;6846;7937;8248;7714;6900;6729;6424;6521;6317;5257;4081;5091
11;2007;M;9193;9365;9031;8162;8049;7533;7596;8760;8754;8283;6706;6425;6154;5725;5402;4184;3020;2889
11;2007;F;7712;8065;7747;7155;7194;6857;7002;8090;8396;8006;7083;6984;6708;6627;6453;5368;4180;5356
11;2008;M;9295;9388;9034;8259;8124;7609;7677;8953;8807;8323;6977;6445;6556;6020;5501;4335;3236;3097
11;2008;F;7729;7942;7682;7270;7259;7065;7278;8265;8586;8169;7153;6995;6833;7014;6568;5607;4240;5348
11;2009;M;8957;9131;8986;8354;8123;7601;7870;8980;9053;8371;6922;6694;6422;6184;5738;4595;3237;3174
11;2009;F;7881;7875;7888;7264;7127;6950;7357;8469;8638;8086;7357;7267;6917;6776;6676;5585;4454;5380
11;2010;M;9103;9300;9187;8157;8192;7924;7859;9101;9141;8486;7248;6865;6556;6289;6088;4810;3329;3413
11;2010;F;7816;8124;7797;7566;7199;7079;7377;8603;8836;8389;7363;7207;6989;7134;6814;5757;4623;5708
11;2011;M;9089;9471;9004;8562;8368;8020;8077;9144;9478;8550;7333;6859;6670;6629;6066;5036;3549;3487
11;2011;F;7928;8147;7960;7512;7346;7209;7832;8685;8925;8669;7755;7545;7277;7381;7074;5973;4735;5858
11;2012;M;9291;9575;9090;8712;8291;8043;8406;9581;9652;8780;7589;7241;6845;6706;6325;5186;3865;3675
11;2012;F;8114;8234;8034;7454;7415;7441;7844;8685;9224;8700;7700;7586;7339;7403;7269;6064;4920;6213
11;2013;M;9264;9467;9313;8705;8511;8200;8471;9560;9944;9377;7767;7345;7057;6771;6605;5407;3862;3949
11;2013;F;8154;8379;8145;7724;7534;7558;7953;8905;9464;8849;8052;7903;7742;7606;7603;6374;5037;6376
11;2014;M;9451;9370;9304;8523;8465;8330;8702;9614;9931;9297;8096;7598;7139;7354;7013;5633;4148;4055
11;2014;F;7993;8438;8372;7834;7723;7424;8010;9220;9469;8975;8107;7955;7833;7849;7627;6486;5030;6728
11;2015;M;9017;9225;8958;8498;8517;8279;8546;9835;9706;9241;7745;7642;7401;7269;6898;5677;4207;4158
11;2015;F;8350;8547;8378;7911;7858;7771;8251;9326;9877;9115;8412;8102;7959;8207;7818;6817;5256;6745
11;2016;M;8916;9325;9012;8376;8419;8358;8519;9714;10086;9320;8005;7650;7429;7179;7158;5909;4319;4453
11;2016;F;8467;8656;8459;7928;8083;7854;8431;9669;10162;9485;8498;8381;8213;8414;8180;6881;5629;7161
11;2017;M;8577;9071;8838;8406;8162;8106;8528;9564;10080;9141;7912;7600;7278;7243;7024;5929;4354;4569
11;2017;F;8283;8675;8489;7863;7893;7768;8511;9504;9980;9421;8502;8389;8297;8172;8135;6882;5427;7349
11;2018;M;8680;8839;8702;8110;8153;8025;8593;9627;9994;9282;8119;7549;7404;7302;7323;6043;4414;4453
11;2018;F;8231;8374;8248;7885;7658;7726;8224;9439;9742;9380;8389;8416;8088;8146;8142;7058;5594;7139
11;2019;M;8469;8675;8508;8072;8204;8065;8513;9659;10170;9310;8038;7608;7382;7470;7490;6207;4723;4621
11;2019;F;7851;8245;8084;7752;7824;7621;8009;9247;9768;9227;8381;8164;8236;8110;8027;7082;5624;7196
11;2020;M;8187;8662;8370;8019;7958;8000;8513;9646;10033;9439;8027;7592;7320;7426;7495;6389;4664;4924
11;2020;F;7782;8326;7942;7639;7550;7628;8177;9326;9743;9048;8435;8207;7940;8283;8127;7073;5561;7267
11;2021;M;8169;8493;8273;7978;7896;7995;8648;9904;10383;9241;8091;7990;7535;7722;7887;6566;4895;4920
11;2021;F;7850;8183;7922;7768;7684;7591;8302;9393;9868;9296;8455;8248;8049;8345;8066;7201;5733;7301
11;2022;M;8022;8384;8357;7985;8115;7935;8575;9694;10257;9405;8096;7981;7642;7875;7916;6722;4879;5057
11;2022;F;7697;8242;7991;7563;7459;7544;8267;9258;9691;9443;8386;8346;8208;8380;8348;7134;5809;7581
11;2023;M;7776;8328;8243;7687;7812;8083;8669;9768;10279;9451;8254;7953;7615;7849;7905;6692;5121;5196
11;2023;F;7785;8093;7931;7459;7607;7561;8104;9353;9776;9196;8674;8471;8408;8391;8523;7317;6140;7535
11;2024;M;7890;8216;8130;7718;7857;8196;8879;9876;10470;9657;8329;8124;7908;8057;7921;6933;5304;5251
11;2024;F;7641;7948;7779;7642;7558;7579;8211;9305;9827;9338;8523;8409;8481;8457;8543;7370;5947;7735
11;2025;M;7619;7994;7822;7725;7627;7895;8433;9665;10048;9605;8396;8008;7787;8123;8072;6962;5247;5433
11;2025;F;7582;7901;7671;7416;7595;7540;8100;9311;9586;9356;8448;8494;8340;8282;8686;7548;5896;7910
12;2000;M;30200;30758;29398;26929;26089;24266;23914;27456;27810;25384;20818;19781;18740;17463;15505;12137;8461;7908
12;2000;F;33908;33709;32092;29219;27509;25029;23548;26971;26686;24351;21668;20117;18978;16676;13312;9363;6006;4822
12;2001;M;30730;30717;29578;27148;26473;24442;24371;27859;27914;25826;21504;20151;19182;17907;15824;12294;8711;8004
12;2001;F;33619;34069;32146;29267;27941;24842;24188;27738;27218;25249;21736;20903;19862;17289;13982;10178;6724;5767
12;2002;M;30852;31272;29878;27754;27112;24846;24697;28120;28573;26299;21423;20599;19259;18507;16205;12584;8979;8497
12;2002;F;33697;34190;32211;29161;28207;25502;24625;27984;28104;25946;22191;21444;20139;17913;15064;11058;7706;6869
12;2003;M;31535;32308;30595;28145;27419;25475;25468;29324;29193;27081;22478;21326;19938;18845;16900;13082;9235;8823
12;2003;F;33984;34502;32621;29746;28415;26129;24815;28513;29032;26304;23423;21895;21084;19148;16249;11861;8321;8268
12;2004;M;32081;32678;31340;28513;27916;25694;25972;29683;29625;27242;22736;21545;20581;19304;17369;13639;9629;9073
12;2004;F;34424;34963;32913;30023;28813;26291;25680;29395;29331;27444;23985;22968;21773;20374;17134;12929;9120;9554
12;2005;M;32275;33121;31623;29382;28410;26439;26606;30335;30650;28357;23183;22058;21002;19837;17924;13871;9774;9410
12;2005;F;34072;34214;32561;29883;28804;26660;26093;29749;29843;28254;24514;23697;22470;20460;18122;13889;10052;10536
12;2006;M;32732;33415;32189;29609;28535;26860;27278;31050;30910;28924;23981;22430;21570;20097;18155;14415;10284;9769
12;2006;F;33025;33927;32417;29929;28630;26501;26247;30147;30197;28309;24684;24022;22922;21376;19048;14645;10932;11679
12;2007;M;32887;33937;32469;29953;29204;27548;27163;31590;31744;29181;24175;23010;22023;20444;18760;14827;10291;10085
12;2007;F;33026;33812;32272;29544;28479;26540;26609;30757;30967;28677;25250;24413;23143;21916;19820;15548;11583;13152
12;2008;M;33582;34549;33162;30676;29466;28002;28016;31981;32289;29912;24815;23585;22220;21333;19372;15347;10947;10501
12;2008;F;32632;33398;31885;29297;28886;26754;27098;30909;30774;29199;25995;24781;24004;22781;20879;16483;12261;14222
12;2009;M;34232;34770;33288;30923;29981;28372;28507;32435;32999;30215;25102;24003;22691;21461;19719;15487;11169;10718
12;2009;F;32520;33278;31998;29343;28580;26744;27141;31524;31783;29757;26170;25439;24650;23584;21812;17422;13049;15789
12;2010;M;34819;35173;34203;31350;30307;28851;28624;32939;33379;30701;25603;24416;23118;22436;20424;16155;11255;11228
12;2010;F;31827;32510;31147;28773;28273;26926;27266;31188;31699;29817;26617;25789;24778;24204;22468;18190;14191;17001
12;2011;M;35063;35951;34828;31960;31125;29423;29604;33961;34326;31785;26301;25099;23972;22745;21234;16612;11874;11653
12;2011;F;30765;31754;30681;28443;27772;26587;27553;31249;32128;30647;26771;25995;25424;24458;23588;19102;14606;17979
12;2012;M;35997;36472;35329;32398;31634;30221;30428;34634;34797;32500;27219;25790;24467;23617;21709;17250;12450;11928
12;2012;F;29583;30688;29862;27862;27355;26312;27218;30794;31989;29835;27149;25905;25435;24751;23821;19763;15125;18945
12;2013;M;35782;36677;35228;32541;31659;29927;30853;34767;35462;32883;27250;26260;24952;23577;21907;17576;12695;12256
12;2013;F;29309;29875;29325;26911;26879;26214;27255;30762;32062;30537;26953;26212;25454;25601;24458;20509;16207;20406
12;2014;M;34905;36312;35025;32102;31233;29802;30497;34648;35053;32450;27438;25886;24950;23745;21982;17624;12653;12389
12;2014;F;27937;28978;28551;26621;26299;25732;27192;30836;31958;30391;27367;26685;25803;25847;25273;21339;16812;21111
12;2015;M;35233;36146;34257;32304;31106;29462;30393;34504;35196;32500;27347;26129;24765;24091;22119;17870;12835;12446
12;2015;F;27070;28387;27654;26018;25799;25637;27170;30816;32132;30496;27339;26493;25892;26250;25858;21969;17628;22555
12;2016;M;35125;36120;34813;32082;31532;30143;30735;34698;35463;32521;27148;26066;24984;24099;22776;18091;12931;12740
12;2016;F;26644;27759;26841;25399;25103;25166;26916;30852;31799;30601;27666;26904;26568;26772;26840;22830;18177;23688
12;2017;M;34761;35558;34650;31702;31446;29878;30795;34705;35223;32578;27682;26390;24727;24330;22732;18123;13311;12937
12;2017;F;25734;26581;26251;24746;24987;25267;26940;30475;32342;30247;27623;27218;26393;27276;27341;23668;18743;24762
12;2018;M;35006;35687;34616;32050;31687;30204;30747;35189;35780;32990;27561;26201;25291;24613;22806;18533;13506;13283
12;2018;F;24395;25588;25184;23664;24183;24184;26505;30118;31782;30210;27967;26912;26633;27157;27670;23919;19319;25563
12;2019;M;34643;35334;34990;31950;31499;30231;30795;35302;35625;33119;28001;26579;25406;24685;23321;18787;13706;13568
12;2019;F;23582;24990;24628;23633;23722;24495;26703;30160;32117;30440;27737;27329;27323;28104;28668;25005;20125;26740
12;2020;M;34986;35705;34635;32225;31985;30350;31088;35467;36242;33581;28438;26908;25807;24776;23371;19231;13921;13893
12;2020;F;22802;23820;23378;22598;23076;23794;26034;29739;31747;30277;27755;27262;27027;27784;28798;25524;20689;27672
12;2021;M;34605;35781;34440;32502;31601;30465;31566;35703;36599;33851;28714;27122;26029;25398;24324;19302;14129;13870
12;2021;F;21844;22977;22782;22080;22435;23582;26261;30146;31674;30324;28467;27601;27366;28822;29740;25999;21680;28705
12;2022;M;34625;35673;34710;32255;31896;30526;31606;35874;36421;33912;28648;27409;26139;25392;23791;19890;14527;14182
12;2022;F;20934;22041;22176;21669;22145;23249;26251;29750;31717;30271;28282;27785;27192;29195;30577;27033;22135;29952
12;2023;M;34372;35360;34301;31688;31503;30626;31375;35912;36696;33913;28707;27394;26150;25260;24406;19611;14244;14167
12;2023;F;20017;21182;21362;20699;21569;22680;25845;29517;31400;30465;27877;27528;27536;29420;30865;27374;22689;30816
12;2024;M;34224;35264;34265;31666;31882;30133;31435;35835;36830;34192;28734;27340;25946;25962;24694;20125;14565;14515
12;2024;F;19285;20274;20436;19918;20974;22737;26075;29417;31591;30206;28465;27861;27922;29515;31442;28085;23330;31942
12;2025;M;34243;34993;33956;31956;31454;30194;31506;35808;36450;33851;28736;27247;26506;26072;24809;20047;14441;14657
12;2025;F;18455;19832;19836;19637;20704;22243;25814;29074;31910;30672;28530;28423;28125;30305;32308;29157;24077;33323
13;2000;M;21652;22033;20791;18314;17191;15122;13856;16054;16061;14600;11262;10649;9977;8258;6123;3996;2360;1525
13;2000;F;19658;20143;18734;17099;16070;14303;13527;15726;15130;14386;12256;12033;11089;9715;7495;5377;3488;2749
13;2001;M;21620;22049;20705;18702;17417;15282;14293;16397;16263;14924;11449;10818;9965;8438;6370;4225;2487;1751
13;2001;F;19935;20127;19028;17215;16328;14746;14014;16245;15620;14659;12609;12088;11262;10133;8046;5836;3882;3336
13;2002;M;21872;21861;20751;18585;17605;15669;14437;16957;16666;15054;11759;11124;10130;8632;6521;4501;2690;2059
13;2002;F;19738;19995;18884;17126;16301;14797;14329;16544;16186;14927;12896;12399;11913;10525;8548;6414;4367;3857
13;2003;M;21810;21990;20888;18649;17370;15486;14845;16964;16578;15233;12096;11256;10306;8976;6863;4562;2862;2271
13;2003;F;19421;19858;18533;17211;16354;14867;14437;16279;16229;15419;13209;12554;11908;11025;9094;6696;4733;4432
13;2004;M;21946;22540;20837;18919;17999;15585;15042;17236;17042;15880;12152;11396;10566;9188;6930;4955;3151;2446
13;2004;F;19731;19887;19000;17190;16220;15009;14604;16855;16643;15469;13519;12801;12438;11217;9475;7165;5030;4980
13;2005;M;22189;22618;21310;19135;18135;16551;15533;17552;17563;16204;12584;11962;11182;9586;7419;5240;3479;2707
13;2005;F;19453;19879;18732;17283;16628;15043;14656;17117;17116;16076;13752;13329;12664;11684;10048;7771;5419;5585
13;2006;M;22790;22661;21566;19670;18420;16779;15692;18271;17865;16649;13002;12389;11316;9882;8026;5578;3626;3056
13;2006;F;19826;19859;18804;17328;16909;15576;15297;17454;17509;16315;14173;13739;13205;12412;10456;8177;5965;6382
13;2007;M;23149;23637;22020;20073;19014;16877;16308;18743;18740;16849;13558;12837;12028;10507;8391;6034;3994;3166
13;2007;F;20086;20063;19239;17551;17036;15626;15923;17886;17921;16613;14568;14220;13534;12960;11444;8732;6466;7228
13;2008;M;23535;23867;22543;20020;19235;17141;16464;19128;18887;17492;13868;13101;12273;10944;8925;6404;4133;3571
13;2008;F;19680;19774;19197;17953;17186;15835;15962;18224;18287;16998;15317;14459;13819;13292;11804;9546;7002;7906
13;2009;M;23885;24092;22665;20422;19355;17633;17005;19887;19341;17896;14352;13683;12719;11265;9146;6774;4503;3855
13;2009;F;19648;20100;19063;17766;17039;16402;16411;18599;18601;17737;15400;14831;14214;13910;12537;9918;7509;8646
13;2010;M;23967;24354;23139;20861;19809;17886;17394;20226;19779;18177;14763;13910;12994;11535;9663;7159;4895;4147
13;2010;F;19422;20132;19292;17736;17263;16359;16450;18930;19034;18261;15996;15664;14972;14459;13088;10755;8226;9459
13;2011;M;24431;24245;23082;21041;20037;18156;17885;20561;20330;18489;15144;14004;13399;12061;10296;7621;5231;4608
13;2011;F;20126;20158;19297;17860;17464;16491;17049;19394;19751;18632;16373;15989;15504;14921;13912;11405;8585;10240
13;2012;M;24336;24993;23556;21662;20542;18930;18215;21188;20836;19175;15790;14762;13960;12499;10532;7952;5514;4818
13;2012;F;19602;19986;19149;18013;17695;16779;17156;19442;20062;19021;16968;16346;15936;15558;14594;11808;9289;11050
13;2013;M;24513;24790;23833;21354;20745;18953;18812;21311;21051;19578;15922;14825;14237;12735;11195;8437;5809;5398
13;2013;F;19065;19805;19063;17664;17551;16823;17513;19822;20369;19192;17235;16771;16407;16041;15028;12476;9647;11825
13;2014;M;24588;25244;23891;21946;21051;19270;18753;21629;21640;19893;16089;15278;14677;13334;11370;8709;6007;5600
13;2014;F;19506;19825;19002;17774;17627;17002;17688;20371;20882;19538;17579;17192;16661;16491;15903;13289;10416;13098
13;2015;M;24913;25304;24360;22340;21369;19853;19206;22229;22124;20703;16901;15974;14904;13672;12012;9346;6365;6059
13;2015;F;19065;19480;18552;17916;17399;16997;17844;20287;21217;19932;17883;17616;16886;16942;16289;13797;10889;13518
13;2016;M;25125;25454;24458;22370;21623;20180;20063;22909;22962;21304;17184;16146;15295;14277;12584;9809;6811;6404
13;2016;F;18278;19031;18309;17208;17299;17000;18094;20051;21212;20098;18029;17544;17198;17105;17081;14329;11488;14469
13;2017;M;25660;26046;24943;22613;21955;20440;20397;23172;23354;21380;17652;16757;15723;14886;13252;10171;7392;6903
13;2017;F;17606;18226;17804;16931;16693;16589;17949;20034;21113;19925;18016;17496;17259;17268;17271;14794;11594;14910
13;2018;M;25341;25749;24768;22546;22354;20671;20637;23508;23568;22030;18030;16986;16025;15102;13524;10678;7537;7065
13;2018;F;17106;17728;17444;16245;16531;16393;17780;19885;21006;19966;17909;17494;17172;17357;17571;15034;11658;15719
13;2019;M;25131;25781;24502;22530;21762;20409;20490;23399;23580;21713;17939;17233;16240;15161;13954;10865;7589;7366
13;2019;F;16590;17696;17015;16331;16258;16679;17520;19908;20947;20025;18128;18072;17615;18004;17984;15464;12331;16651
13;2020;M;24506;25057;23830;21866;21318;20205;20280;23169;23323;21478;18066;16982;16109;15321;14143;11014;7942;7605
13;2020;F;16192;17222;16652;16103;16294;16301;17824;20081;21171;20144;18525;18210;17722;18256;18726;16211;12962;17251
13;2021;M;24259;25019;23892;22232;21422;20020;20467;23381;23729;21552;18119;17261;16538;15517;14420;11356;8025;7819
13;2021;F;15934;16522;16314;15537;15753;16042;17710;20009;21461;20181;18671;18350;18066;18769;19146;16650;13448;18001
13;2022;M;23699;24508;23391;21619;21187;20084;20403;23068;23517;21737;18164;17382;16603;16028;14731;11639;8266;8119
13;2022;F;15122;16105;15688;15409;15387;15962;17675;19782;21257;20506;18701;18373;18050;18812;19492;16788;13849;18597
13;2023;M;23594;23983;23445;21094;20944;19991;20276;23555;23456;21899;18237;17456;16723;16006;15066;11829;8589;8640
13;2023;F;14787;15492;15248;14907;15258;15906;17633;19923;21449;20082;18765;18293;18343;19098;19922;17535;14189;19216
13;2024;M;23183;23376;22842;21151;20616;19773;20258;22880;23447;21661;18302;17385;16782;15810;15106;12194;8622;8600
13;2024;F;14161;14737;14402;14277;14749;15474;17373;19965;21117;20153;18489;18410;18082;19236;20054;17736;14808;19951
13;2025;M;22641;23281;22455;20877;20774;19498;20142;22807;23518;21732;18283;17516;16516;16317;15458;12504;9095;9008
13;2025;F;13310;14282;14128;13989;14184;15381;17427;19424;20935;20224;18590;18419;18283;19006;20435;18002;15078;20165
14;2000;M;10453;10454;9949;8934;8485;7877;7687;8529;8491;7870;6305;5982;5552;5070;4188;3029;1983;1770
14;2000;F;10576;10547;10001;9027;8541;7681;7232;8327;8341;7650;6725;6269;5885;5339;4131;2889;2007;1620
14;2001;M;10557;10632;9977;9065;8641;7955;7800;8863;8551;7998;6439;6128;5670;5211;4329;3181;2207;1918
14;2001;F;10466;10595;9955;9101;8644;7816;7527;8389;8379;7762;6878;6335;5962;5559;4443;3051;2115;1893
14;2002;M;10438;10658;10271;9306;8825;8086;7818;8998;8948;8263;6658;6116;5917;5364;4451;3461;2311;2072
14;2002;F;10383;10396;9766;8984;8661;8018;7496;8745;8625;7985;6876;6500;6046;5523;4688;3422;2360;2213
14;2003;M;10911;10741;10322;9488;9163;8219;7942;9366;9165;8391;6935;6574;6083;5495;4773;3657;2467;2212
