ZONA;AÑO;SEXO;ICDO;I01;I02;I03;I04;I05;I06;I07;I08;I09;I10;I11;I12;I13;I14;I15;I16;I17;I18;SE
7;2004;A;14;0;0;0;1;1;0;3;2;5;4;9;9;16;20;18;18;11;16;0
8;2004;A;14;0;0;0;0;3;4;2;11;15;22;24;28;48;49;69;64;56;61;0
9;2004;A;14;0;0;2;2;4;3;15;17;27;33;56;71;65;91;94;119;74;90;0
10;2004;A;14;0;0;0;0;0;1;2;1;6;6;8;12;17;10;26;11;11;15;0
11;2004;A;14;0;0;0;0;0;0;0;3;7;4;2;8;8;9;11;13;7;8;0
12;2004;A;14;0;0;0;2;3;2;7;6;12;20;30;28;35;42;52;42;30;42;0
13;2004;A;14;0;0;0;0;2;3;6;5;8;12;9;15;18;16;17;22;16;13;0
14;2004;A;14;0;0;0;2;1;2;1;2;5;3;6;5;10;3;14;14;7;12;0
15;2004;A;14;0;0;0;2;5;5;5;12;23;27;21;20;38;34;42;36;26;24;0
16;2004;A;14;0;0;0;0;4;6;8;7;23;21;28;38;46;55;48;47;39;40;0
17;2004;A;14;0;0;0;0;1;1;3;3;8;8;6;11;12;21;17;21;20;24;0
18;2004;A;14;0;0;0;1;0;1;1;1;3;9;4;5;8;11;7;9;9;10;0
1;2004;A;15;0;0;0;0;0;0;0;0;0;4;3;2;8;5;4;9;5;6;0
2;2004;A;15;0;0;0;0;0;0;3;3;2;9;7;9;15;20;21;13;26;23;0
3;2004;A;15;0;0;0;0;0;0;1;5;4;5;12;10;10;23;25;29;32;23;0
4;2004;A;15;0;0;0;0;0;0;1;2;4;1;5;1;10;4;15;13;10;12;0
5;2004;A;15;0;0;0;0;1;1;0;1;2;4;5;14;7;10;18;25;19;21;0
6;2004;A;15;0;0;0;0;0;2;0;2;3;9;7;15;12;20;17;18;10;11;0
7;2004;A;15;0;0;0;0;0;0;1;0;2;2;1;1;3;2;9;3;3;3;0
8;2004;A;15;0;0;0;0;1;1;2;3;8;9;5;12;10;17;23;20;18;25;0
9;2004;A;15;0;0;0;1;2;2;1;5;11;13;12;10;23;23;27;26;20;24;0
10;2004;A;15;0;0;0;0;0;0;0;0;0;0;2;1;8;1;3;5;3;3;0
11;2004;A;15;0;0;0;0;0;0;0;1;1;1;0;2;3;1;2;2;4;6;0
12;2004;A;15;0;0;0;0;1;0;5;1;1;4;11;6;5;15;10;14;8;17;0
13;2004;A;15;0;0;0;0;0;0;1;1;3;3;2;4;3;3;5;6;2;2;0
14;2004;A;15;0;0;0;0;0;0;0;0;1;0;0;1;2;1;2;3;7;1;0
15;2004;A;15;0;0;0;0;2;0;1;0;4;10;8;5;8;20;4;6;9;9;0
16;2004;A;15;0;0;0;0;0;1;0;0;5;6;8;12;10;8;12;11;10;16;0
17;2004;A;15;0;0;0;0;1;0;0;1;0;1;3;2;4;1;3;6;3;1;0
18;2004;A;15;0;0;0;0;0;0;0;1;0;1;0;2;1;3;3;2;2;1;0
1;2004;A;16;0;0;0;1;0;1;3;1;4;5;10;15;26;24;36;31;40;41;0
2;2004;A;16;0;0;0;1;1;2;10;8;25;20;34;41;57;92;92;123;137;148;0
3;2004;A;16;0;0;0;0;2;1;6;8;12;27;28;57;86;128;143;179;140;200;0
4;2004;A;16;0;0;0;1;0;4;3;13;11;19;19;34;53;61;84;62;69;71;0
5;2004;A;16;0;0;0;0;0;0;2;8;16;24;24;38;52;77;107;113;109;141;0
6;2004;A;16;0;0;0;0;0;3;4;11;21;17;34;37;79;105;95;107;94;113;0
7;2004;A;16;0;0;0;0;0;1;4;4;10;10;11;18;27;28;24;32;30;36;0
8;2004;A;16;0;0;0;0;1;3;3;8;21;24;30;32;54;82;90;99;87;123;0
9;2004;A;16;0;0;0;1;0;6;5;6;25;26;42;51;84;86;122;147;113;131;0
10;2004;A;16;0;0;0;0;1;0;0;1;5;8;12;6;18;11;22;15;24;24;0
11;2004;A;16;0;0;0;0;1;1;3;0;1;5;5;8;9;10;11;18;17;28;0
12;2004;A;16;0;0;0;0;0;1;1;8;7;23;20;41;43;52;70;83;48;80;0
13;2004;A;16;0;0;0;0;0;1;0;6;6;9;13;17;26;16;31;23;30;21;0
14;2004;A;16;0;0;0;0;0;0;1;2;2;2;5;4;8;5;17;17;15;30;0
15;2004;A;16;0;0;0;0;1;0;5;9;8;10;28;43;49;54;56;61;47;57;0
16;2004;A;16;0;0;0;0;1;2;1;6;13;17;29;49;54;57;90;71;72;105;0
17;2004;A;16;0;0;0;0;0;3;0;3;3;10;8;11;21;23;22;44;25;39;0
18;2004;A;16;0;0;0;0;0;0;3;1;1;7;5;5;18;14;22;17;9;16;0
1;2004;A;18;0;0;0;0;1;0;2;0;3;10;7;18;21;30;34;40;40;50;0
2;2004;A;18;0;0;0;0;1;1;5;7;11;18;18;39;60;69;93;97;118;154;0
3;2004;A;18;0;0;0;1;0;2;7;8;14;28;32;46;67;106;170;164;149;203;0
4;2004;A;18;0;0;0;0;1;4;2;5;7;10;16;23;38;63;70;67;61;93;0
5;2004;A;18;0;0;0;0;0;0;7;5;12;16;23;36;65;69;87;106;118;156;0
6;2004;A;18;0;0;0;0;0;2;1;4;12;17;25;46;49;73;87;96;77;120;0
7;2004;A;18;0;0;0;0;0;0;2;2;1;4;9;18;20;25;29;35;36;48;0
8;2004;A;18;0;0;0;0;0;2;2;2;12;10;17;31;47;55;85;77;100;137;0
9;2004;A;18;0;0;0;2;1;3;4;11;17;26;43;48;78;94;123;115;123;176;0
10;2004;A;18;0;0;0;0;0;0;1;2;5;3;4;5;17;14;16;16;17;25;0
11;2004;A;18;0;0;0;1;0;0;0;2;4;5;1;14;8;15;12;11;10;22;0
12;2004;A;18;0;0;0;0;1;1;0;9;4;14;15;34;37;43;69;85;79;83;0
13;2004;A;18;0;0;0;0;0;1;1;3;4;10;15;14;17;30;32;33;37;26;0
14;2004;A;18;0;0;0;0;0;0;0;3;1;3;3;8;12;9;18;20;11;14;0
15;2004;A;18;0;0;0;1;0;3;2;6;14;23;19;24;43;56;49;69;58;69;0
16;2004;A;18;0;0;0;0;0;0;2;4;14;23;24;34;59;49;75;83;77;118;0
17;2004;A;18;0;0;0;0;0;0;0;3;3;6;11;14;20;24;26;35;29;35;0
18;2004;A;18;0;0;0;0;1;0;2;0;3;2;5;1;9;16;10;8;14;11;0
1;2004;A;19;0;0;0;0;1;1;4;3;4;6;8;6;23;15;24;25;16;27;0
2;2004;A;19;0;0;0;1;0;2;3;9;10;21;18;23;33;42;83;77;70;73;0
3;2004;A;19;0;0;0;0;2;1;5;17;18;27;39;45;60;72;75;88;89;103;0
4;2004;A;19;0;0;1;0;3;1;5;5;11;10;17;26;29;29;31;35;30;42;0
5;2004;A;19;0;0;0;1;1;1;6;10;13;20;17;38;37;62;78;68;59;80;0
6;2004;A;19;0;0;0;0;2;5;5;12;15;18;23;32;57;56;77;64;51;59;0
7;2004;A;19;0;0;0;0;0;0;1;3;7;6;7;8;17;22;27;18;12;29;0
8;2004;A;19;0;0;0;1;1;2;5;5;10;18;20;31;39;62;54;60;59;80;0
9;2004;A;19;0;0;0;1;2;3;4;16;15;24;34;62;65;77;77;88;75;99;0
10;2004;A;19;0;0;1;0;0;0;0;2;1;5;2;6;15;6;19;16;13;13;0
11;2004;A;19;0;0;0;0;0;0;1;1;0;3;7;2;2;6;9;9;12;10;0
12;2004;A;19;0;1;0;0;2;3;4;6;12;15;19;22;25;37;41;34;37;48;0
13;2004;A;19;0;0;0;0;1;0;2;1;4;8;12;9;21;23;22;13;16;16;0
14;2004;A;19;0;0;0;0;0;0;1;2;5;3;3;11;13;9;12;14;6;12;0
15;2004;A;19;0;0;0;1;3;1;4;2;6;12;14;14;35;29;34;37;16;25;0
16;2004;A;19;0;0;0;0;2;3;4;5;18;16;21;25;32;51;36;51;53;59;0
17;2004;A;19;0;0;0;0;1;2;2;4;5;4;5;16;12;14;16;17;18;20;0
18;2004;A;19;0;0;0;0;0;0;0;0;3;3;2;6;6;11;12;8;10;6;0
1;2004;A;22;0;0;0;0;0;0;0;3;2;3;6;9;6;9;14;12;12;15;0
2;2004;A;22;0;0;0;1;0;1;2;3;6;10;14;16;24;33;41;33;39;52;0
3;2004;A;22;0;0;0;0;0;2;3;6;12;11;11;25;32;47;56;63;65;85;0
4;2004;A;22;0;0;0;0;0;1;2;2;3;5;15;11;16;18;27;21;29;28;0
5;2004;A;22;0;0;1;0;0;3;1;3;7;12;10;14;21;36;38;48;46;64;0
6;2004;A;22;0;0;0;0;0;2;2;6;6;8;12;13;22;28;39;36;27;40;0
7;2004;A;22;0;0;0;0;1;0;1;6;1;5;5;7;13;7;5;8;15;16;0
8;2004;A;22;0;0;0;0;1;0;1;10;7;9;10;18;26;24;30;40;28;52;0
9;2004;A;22;0;0;0;0;1;2;2;8;11;8;11;25;30;49;46;35;34;56;0
10;2004;A;22;0;0;0;0;0;0;2;1;0;0;1;4;8;12;8;10;9;7;0
11;2004;A;22;0;0;0;0;1;0;0;0;1;3;0;4;5;4;3;9;11;6;0
12;2004;A;22;0;0;0;0;0;1;1;1;4;10;4;8;7;24;24;22;14;30;0
13;2004;A;22;0;0;0;0;1;1;0;3;3;1;2;4;16;11;11;8;11;17;0
14;2004;A;22;0;0;0;1;1;0;2;1;2;5;4;1;8;6;6;7;7;7;0
15;2004;A;22;0;0;0;1;1;1;1;4;3;6;10;22;17;18;29;14;30;29;0
16;2004;A;22;0;0;0;0;0;1;2;3;8;9;10;17;20;24;39;23;14;44;0
17;2004;A;22;0;0;0;0;1;0;0;0;4;4;3;10;8;8;10;12;12;14;0
18;2004;A;22;0;0;0;0;1;0;0;0;2;0;2;3;4;4;4;4;5;5;0
1;2004;A;23;0;0;0;0;0;0;0;0;1;0;0;3;4;6;7;8;7;12;0
2;2004;A;23;0;0;0;0;0;0;0;0;2;2;2;5;8;5;14;19;27;40;0
3;2004;A;23;0;0;0;0;0;0;2;0;0;6;4;8;11;25;28;20;37;53;0
4;2004;A;23;0;0;0;0;0;0;0;1;2;1;4;6;3;12;8;17;16;11;0
5;2004;A;23;0;0;0;0;0;0;0;1;3;1;0;5;8;16;17;23;18;32;0
6;2004;A;23;0;0;0;0;0;0;1;1;3;0;4;8;7;11;19;22;17;25;0
7;2004;A;23;0;0;0;0;0;0;0;0;1;0;3;3;7;3;7;10;6;17;0
8;2004;A;23;0;0;0;0;0;1;1;1;2;4;4;6;8;9;13;22;28;45;0
9;2004;A;23;0;0;0;0;0;0;0;2;1;2;1;9;10;14;17;24;18;39;0
10;2004;A;23;0;0;0;0;0;0;0;0;0;1;0;0;2;3;7;4;3;9;0
11;2004;A;23;0;0;0;0;0;0;1;0;0;0;0;0;1;3;0;8;3;6;0
12;2004;A;23;0;0;0;0;0;0;0;0;3;2;3;1;0;11;14;15;14;23;0
13;2004;A;23;0;0;0;0;0;0;1;0;0;0;2;2;3;6;5;10;5;4;0
14;2004;A;23;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;5;4;5;0
15;2004;A;23;0;0;0;0;0;0;1;0;1;5;4;5;5;10;11;16;7;26;0
16;2004;A;23;0;0;0;0;0;0;0;1;0;0;2;3;8;11;14;17;16;23;0
17;2004;A;23;0;0;0;0;0;0;0;0;1;1;3;1;2;2;6;3;8;13;0
18;2004;A;23;0;0;0;0;0;0;0;0;1;0;0;4;3;2;2;2;6;3;0
1;2004;A;25;0;0;0;0;0;0;0;0;2;0;0;3;6;6;8;9;11;12;0
2;2004;A;25;0;0;0;0;1;1;0;4;3;5;10;9;9;25;31;23;31;28;0
3;2004;A;25;0;0;0;0;0;1;0;1;4;5;5;8;15;16;26;36;24;33;0
4;2004;A;25;0;0;0;0;0;0;0;2;3;4;2;9;11;4;16;12;11;20;0
5;2004;A;25;0;0;0;0;0;1;0;2;4;4;5;8;11;15;23;36;21;30;0
6;2004;A;25;0;0;0;0;0;0;1;1;4;3;6;6;8;19;18;19;16;22;0
7;2004;A;25;0;0;0;0;0;0;1;0;1;1;1;4;1;2;7;3;5;6;0
8;2004;A;25;0;0;0;0;0;0;0;2;2;7;4;13;8;19;21;18;27;31;0
9;2004;A;25;0;0;0;0;0;0;0;5;4;6;9;15;14;13;36;33;27;29;0
10;2004;A;25;0;0;0;0;0;0;0;1;0;0;1;1;2;4;4;3;5;5;0
11;2004;A;25;0;0;0;0;0;0;0;0;1;1;1;2;3;4;3;4;2;6;0
12;2004;A;25;0;0;0;0;0;1;0;0;0;3;6;7;9;7;15;16;14;13;0
13;2004;A;25;0;0;0;0;0;0;0;0;2;3;0;1;7;6;5;8;3;7;0
14;2004;A;25;0;0;0;0;0;0;0;0;1;0;1;1;2;2;4;6;4;4;0
15;2004;A;25;0;0;0;0;0;0;1;0;2;3;7;10;8;19;10;12;17;8;0
16;2004;A;25;0;0;0;0;0;0;0;0;0;8;5;4;9;10;14;17;16;25;0
17;2004;A;25;0;0;0;0;0;0;0;1;2;0;3;2;1;3;11;6;7;9;0
18;2004;A;25;0;0;0;0;0;0;0;0;1;0;0;2;3;2;3;3;4;3;0
1;2004;A;32;0;0;1;0;1;5;5;7;10;16;10;18;26;28;30;27;22;16;0
2;2004;A;32;0;0;0;1;1;3;3;11;25;29;21;46;50;82;80;92;74;85;0
3;2004;A;32;0;0;0;0;5;6;11;19;26;50;49;65;79;100;125;130;100;139;0
4;2004;A;32;0;0;0;0;3;1;8;12;21;32;34;23;52;42;52;45;34;46;0
5;2004;A;32;0;0;0;1;3;4;9;18;16;21;34;52;46;56;84;86;77;93;0
6;2004;A;32;0;0;0;1;1;3;7;18;32;35;35;48;58;61;49;71;64;70;0
7;2004;A;32;0;0;0;1;1;0;4;3;12;9;14;16;15;20;23;14;17;15;0
8;2004;A;32;0;0;1;1;1;5;5;16;18;23;25;48;54;70;88;86;77;77;0
9;2004;A;32;0;1;0;2;3;7;12;24;38;56;47;60;95;112;127;121;109;132;0
10;2004;A;32;0;0;0;0;1;0;3;7;3;8;2;11;18;17;15;14;16;12;0
11;2004;A;32;0;0;0;0;1;0;1;6;3;5;2;5;11;7;13;11;8;9;0
12;2004;A;32;0;0;0;1;2;4;8;9;20;17;25;27;29;38;51;49;42;44;0
13;2004;A;32;0;0;0;0;1;2;2;4;5;11;13;23;15;27;20;21;21;22;0
14;2004;A;32;0;0;0;0;1;1;4;2;5;11;8;6;10;6;13;17;10;13;0
15;2004;A;32;0;0;0;0;4;5;3;9;13;24;24;31;36;40;54;40;30;25;0
16;2004;A;32;0;0;0;0;2;4;9;8;17;22;30;37;65;63;74;48;48;44;0
17;2004;A;32;0;0;0;1;1;1;1;6;9;9;8;12;13;24;20;23;22;14;0
18;2004;A;32;0;0;0;1;0;1;2;3;2;8;8;10;7;8;11;5;6;5;0
1;2004;A;34;0;0;0;0;1;0;1;3;10;12;26;37;40;59;72;81;72;88;0
2;2004;A;34;0;0;0;1;1;2;2;17;31;53;55;89;135;215;298;281;322;406;0
3;2004;A;34;0;0;0;0;1;4;9;20;24;54;93;111;177;240;365;393;367;543;0
4;2004;A;34;0;0;0;0;0;3;5;10;17;27;52;71;122;134;165;170;181;200;0
5;2004;A;34;0;0;0;0;0;4;10;12;21;36;57;75;104;181;223;275;286;383;0
6;2004;A;34;0;0;0;1;1;3;8;20;19;59;57;84;138;174;203;210;216;258;0
7;2004;A;34;0;0;0;0;1;1;2;8;5;19;23;43;39;41;58;49;60;63;0
8;2004;A;34;0;0;0;0;0;2;4;14;18;40;61;74;107;161;231;278;247;301;0
9;2004;A;34;0;0;0;0;3;3;14;24;29;52;65;102;146;236;295;272;290;386;0
10;2004;A;34;0;0;0;0;0;1;1;1;7;7;7;12;16;32;46;40;33;60;0
11;2004;A;34;0;0;0;0;0;1;0;1;5;5;6;18;22;36;33;47;41;55;0
12;2004;A;34;0;0;0;0;0;2;4;9;25;19;37;62;69;112;148;170;152;212;0
13;2004;A;34;0;0;0;0;0;1;3;3;9;17;31;27;43;58;57;49;59;56;0
14;2004;A;34;0;0;0;0;0;0;0;4;8;8;16;19;27;28;45;41;27;42;0
15;2004;A;34;0;0;0;0;0;1;5;8;16;30;37;49;88;99;116;132;121;117;0
16;2004;A;34;0;0;0;0;2;2;4;16;22;39;50;76;113;147;151;183;167;209;0
17;2004;A;34;0;0;0;0;0;0;1;3;7;9;22;27;27;42;55;67;62;62;0
18;2004;A;34;0;0;0;0;0;0;1;2;3;8;10;16;27;33;35;40;34;30;0
1;2004;A;43;0;0;1;1;0;5;1;4;1;2;2;6;2;0;4;5;2;6;0
2;2004;A;43;0;2;0;0;1;2;6;11;6;7;6;6;7;6;8;14;13;12;0
3;2004;A;43;1;0;2;2;5;6;9;8;10;11;12;14;13;13;13;9;7;11;0
4;2004;A;43;0;0;0;4;3;1;3;6;6;8;6;12;6;14;12;6;4;5;0
5;2004;A;43;0;2;3;2;2;5;3;4;7;9;11;9;6;13;14;11;15;10;0
6;2004;A;43;0;0;3;0;4;3;10;3;6;8;9;15;12;14;11;9;6;10;0
7;2004;A;43;0;0;0;0;0;1;0;1;1;2;2;4;2;3;4;2;1;3;0
8;2004;A;43;0;2;2;2;5;4;6;8;6;4;5;11;12;12;20;6;10;14;0
9;2004;A;43;2;0;0;3;4;4;9;11;16;11;13;13;9;13;11;14;4;10;0
10;2004;A;43;0;0;0;0;0;1;0;0;0;1;2;1;2;5;2;4;1;1;0
11;2004;A;43;0;0;0;1;0;0;1;1;3;1;1;2;4;4;2;3;2;1;0
12;2004;A;43;0;1;2;3;3;4;0;4;5;8;7;3;5;7;9;2;7;6;0
13;2004;A;43;0;2;3;4;1;2;3;0;2;6;4;6;1;3;4;1;1;2;0
14;2004;A;43;0;0;0;0;0;0;2;0;0;1;2;1;2;2;3;4;0;1;0
15;2004;A;43;0;1;1;3;3;2;7;5;12;13;11;7;11;9;7;9;5;5;0
16;2004;A;43;0;1;0;0;3;4;3;4;9;9;10;8;12;12;11;8;16;5;0
17;2004;A;43;0;0;0;1;2;1;1;1;6;5;3;1;5;3;4;0;0;2;0
18;2004;A;43;0;0;1;0;0;0;0;2;0;1;0;1;1;1;1;3;1;3;0
1;2004;A;50;0;1;5;4;7;11;12;20;17;26;24;26;18;23;37;27;28;33;0
2;2004;A;50;0;2;4;9;12;21;27;28;49;49;58;56;78;72;81;77;67;101;0
3;2004;A;50;0;4;8;16;20;31;40;49;72;88;100;102;91;112;116;94;84;107;0
4;2004;A;50;2;4;7;17;17;20;22;41;32;48;47;49;56;57;80;63;37;47;0
5;2004;A;50;0;0;10;9;12;13;22;40;48;63;52;75;77;83;75;72;84;121;0
6;2004;A;50;1;3;7;12;24;22;28;33;47;53;50;46;64;70;94;69;45;78;0
7;2004;A;50;0;0;1;2;6;7;5;16;13;24;24;25;29;29;35;35;18;51;0
8;2004;A;50;0;4;4;8;16;24;31;39;51;46;57;51;77;64;68;65;65;82;0
9;2004;A;50;1;3;15;11;20;40;44;60;70;81;89;77;106;103;103;85;59;84;0
10;2004;A;50;0;0;2;1;5;1;6;8;12;18;15;12;9;17;16;19;13;14;0
11;2004;A;50;0;0;0;3;2;5;4;3;11;8;7;8;8;16;17;21;4;16;0
12;2004;A;50;0;1;5;6;15;15;32;35;51;37;36;39;56;60;47;52;33;41;0
13;2004;A;50;0;2;3;4;10;14;12;25;19;26;31;27;31;38;37;30;18;22;0
14;2004;A;50;0;0;3;2;1;5;5;13;3;13;13;17;19;18;10;11;7;12;0
15;2004;A;50;0;5;6;12;19;12;21;34;46;53;61;48;53;65;71;52;52;54;0
16;2004;A;50;0;3;5;12;13;14;23;35;40;59;43;53;67;67;79;58;45;67;0
17;2004;A;50;2;0;2;1;4;5;9;11;9;19;17;22;29;24;32;24;18;19;0
18;2004;A;50;0;0;0;4;2;1;3;4;7;7;11;21;14;19;13;9;6;8;0
1;2004;A;53;0;1;2;2;0;2;0;2;1;2;0;2;2;1;2;2;2;4;0
2;2004;A;53;0;1;2;4;3;3;4;1;9;10;6;5;10;8;8;10;5;8;0
3;2004;A;53;1;3;5;6;2;8;4;8;10;10;10;9;11;10;8;5;7;8;0
4;2004;A;53;1;1;2;2;2;4;3;2;7;6;5;6;6;7;3;4;5;5;0
5;2004;A;53;0;2;4;2;3;2;5;4;6;8;4;7;7;7;8;7;4;5;0
6;2004;A;53;1;1;5;2;5;5;3;5;11;13;11;5;13;6;5;7;5;6;0
7;2004;A;53;0;0;3;1;1;2;1;0;2;0;5;1;2;3;6;5;2;3;0
8;2004;A;53;0;1;0;1;1;1;4;7;3;6;8;7;10;13;5;8;2;9;0
9;2004;A;53;3;4;2;2;9;5;8;4;11;11;3;13;13;14;17;10;12;10;0
10;2004;A;53;0;0;0;0;0;0;1;1;2;1;3;0;2;2;1;1;2;0;0
11;2004;A;53;0;1;0;0;0;0;0;0;1;0;1;2;0;2;4;0;1;0;0
12;2004;A;53;0;2;0;1;4;3;3;5;2;10;3;4;4;12;11;4;4;3;0
13;2004;A;53;1;0;0;1;2;4;5;1;4;5;2;2;5;6;2;5;0;2;0
14;2004;A;53;0;0;0;0;0;3;1;1;2;4;2;0;1;0;3;1;0;2;0
15;2004;A;53;0;0;0;2;1;4;0;5;0;5;8;5;7;7;9;8;2;3;0
16;2004;A;53;0;0;1;5;2;6;4;5;10;9;9;6;2;6;4;7;0;8;0
17;2004;A;53;0;0;1;0;0;3;1;2;3;2;2;1;3;3;3;3;0;1;0
18;2004;A;53;0;0;0;1;0;1;0;1;0;0;4;1;1;1;3;1;2;0;0
1;2004;A;54;0;0;0;0;0;0;0;1;3;2;3;2;4;5;8;4;5;14;0
2;2004;A;54;0;0;0;0;1;3;1;3;7;7;15;9;17;17;24;20;29;31;0
3;2004;A;54;0;0;0;1;2;4;5;9;5;9;16;18;19;17;25;23;20;44;0
4;2004;A;54;0;0;0;0;1;0;1;3;8;5;7;5;11;11;12;13;9;13;0
5;2004;A;54;0;0;0;0;0;1;3;7;6;5;16;18;20;14;21;18;22;31;0
6;2004;A;54;0;0;1;0;0;2;2;4;7;12;10;13;14;18;13;18;23;16;0
7;2004;A;54;0;0;0;0;0;0;0;0;3;6;5;6;6;8;12;6;7;12;0
8;2004;A;54;0;0;0;0;1;2;3;6;6;14;13;18;17;16;23;24;14;33;0
9;2004;A;54;0;0;0;1;1;1;3;4;10;9;13;13;15;20;35;22;21;25;0
10;2004;A;54;0;0;0;0;0;0;1;0;0;1;0;4;4;3;8;8;4;5;0
11;2004;A;54;0;0;0;0;0;0;0;0;2;0;1;4;2;4;4;7;5;4;0
12;2004;A;54;0;0;0;0;0;1;1;2;1;7;5;13;7;12;18;7;7;11;0
13;2004;A;54;0;0;0;0;1;2;0;0;7;3;3;5;6;15;8;4;5;12;0
14;2004;A;54;0;0;0;0;0;1;0;2;2;1;2;2;2;5;4;3;1;6;0
15;2004;A;54;0;0;0;0;0;2;0;3;5;6;4;6;7;11;14;12;13;16;0
16;2004;A;54;0;0;0;0;0;1;2;3;4;8;8;8;10;16;16;21;12;22;0
17;2004;A;54;0;0;0;0;0;1;1;2;5;1;4;4;3;4;5;7;6;13;0
18;2004;A;54;0;0;0;0;0;1;3;0;2;1;1;2;4;2;3;3;2;3;0
1;2004;A;56;0;0;0;1;0;1;0;2;4;4;6;0;2;4;6;10;8;3;0
2;2004;A;56;0;0;0;0;2;2;2;6;8;5;12;8;7;17;23;12;8;26;0
3;2004;A;56;0;0;1;1;7;3;9;9;8;11;12;8;14;14;24;26;19;25;0
4;2004;A;56;0;1;0;0;1;4;9;10;9;6;7;5;14;12;12;11;8;19;0
5;2004;A;56;0;0;0;0;0;1;3;4;8;7;10;8;13;11;13;14;15;27;0
6;2004;A;56;0;0;0;1;2;4;2;3;13;10;11;15;21;13;13;20;8;14;0
7;2004;A;56;0;0;2;0;1;1;3;2;0;3;2;5;6;7;6;6;4;6;0
8;2004;A;56;0;0;0;0;3;1;6;4;6;6;10;8;7;11;16;11;9;22;0
9;2004;A;56;0;0;0;1;1;3;8;7;14;7;10;20;17;27;18;17;11;13;0
10;2004;A;56;0;0;1;0;0;1;1;1;1;5;1;0;4;6;1;3;1;4;0
11;2004;A;56;0;0;0;0;1;0;0;0;2;2;4;3;2;0;1;1;0;5;0
12;2004;A;56;0;0;2;1;1;1;1;3;7;9;8;13;6;13;16;6;8;7;0
13;2004;A;56;0;0;0;0;0;1;1;1;2;3;4;5;4;6;3;2;4;4;0
14;2004;A;56;0;0;1;0;0;2;2;2;3;0;1;1;2;3;3;1;2;3;0
15;2004;A;56;0;0;0;3;0;4;3;3;6;7;9;8;10;7;9;11;10;12;0
16;2004;A;56;0;0;0;2;4;2;5;4;9;5;5;12;13;13;24;7;19;8;0
17;2004;A;56;0;0;0;2;0;2;0;2;2;3;0;0;3;2;5;7;2;4;0
18;2004;A;56;0;0;0;0;0;1;1;3;0;1;1;2;6;3;4;4;3;2;0
1;2004;A;61;0;0;0;0;0;0;3;5;7;7;22;27;46;72;57;81;75;89;0
2;2004;A;61;0;0;0;2;0;2;1;13;19;54;49;89;158;204;300;365;385;520;0
3;2004;A;61;0;0;0;0;0;1;4;6;36;53;76;129;179;253;398;441;482;626;0
4;2004;A;61;0;0;0;0;0;1;5;7;19;25;42;69;110;131;201;227;198;221;0
5;2004;A;61;0;0;0;0;0;0;4;7;32;52;61;85;134;204;317;373;344;512;0
6;2004;A;61;0;0;0;0;1;3;8;16;27;48;76;117;154;233;280;269;257;347;0
7;2004;A;61;0;0;0;0;0;0;0;3;9;17;20;26;51;66;81;70;82;95;0
8;2004;A;61;0;0;0;0;2;0;4;6;17;47;59;96;149;224;287;341;368;479;0
9;2004;A;61;0;0;0;0;2;2;6;12;34;43;67;99;162;245;340;367;376;464;0
10;2004;A;61;0;0;0;0;0;0;1;1;3;12;11;16;34;44;59;50;64;77;0
11;2004;A;61;0;0;0;0;0;0;1;2;2;10;9;10;18;43;47;48;39;59;0
12;2004;A;61;0;0;0;0;0;1;5;13;17;19;38;59;88;142;191;180;231;303;0
13;2004;A;61;0;0;0;0;0;2;2;1;12;22;26;46;50;75;103;87;72;88;0
14;2004;A;61;0;0;0;0;0;0;0;4;5;8;10;24;17;43;56;58;59;55;0
15;2004;A;61;0;0;0;0;0;0;4;11;15;35;45;74;115;138;153;149;119;152;0
16;2004;A;61;0;0;0;1;0;2;4;8;18;28;45;67;98;138;159;188;190;256;0
17;2004;A;61;0;0;0;0;0;0;1;1;2;11;14;23;41;53;87;78;98;95;0
18;2004;A;61;0;0;0;0;0;1;0;2;3;9;13;16;26;28;56;41;44;38;0
1;2004;A;62;0;0;0;0;0;0;0;0;1;1;0;0;1;0;1;1;0;0;0
2;2004;A;62;0;1;0;0;0;0;0;1;3;1;0;0;0;2;0;0;1;2;0
3;2004;A;62;0;1;0;0;0;0;0;1;0;0;2;2;1;4;0;0;1;0;0
4;2004;A;62;0;0;0;1;0;0;0;2;0;2;0;1;1;1;1;0;0;0;0
5;2004;A;62;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0
6;2004;A;62;0;0;0;1;0;1;2;0;1;0;1;0;1;1;0;0;0;0;0
7;2004;A;62;0;0;0;0;1;0;0;0;0;1;0;1;0;0;1;1;0;0;0
8;2004;A;62;1;0;0;0;0;0;0;2;0;0;0;2;2;0;1;2;0;1;0
9;2004;A;62;0;0;0;0;2;1;0;0;1;0;4;1;1;0;0;0;0;0;0
10;2004;A;62;0;0;0;0;0;1;0;0;1;0;0;3;0;0;0;0;0;0;0
11;2004;A;62;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
12;2004;A;62;0;1;0;0;1;0;0;1;0;0;0;1;0;1;0;1;1;2;0
13;2004;A;62;0;0;0;1;1;0;0;1;0;0;0;1;0;1;0;0;0;0;0
14;2004;A;62;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
